gid,provincia,nombre,sector,ndomicilio,localidad,departamento,ubicacion,x,y
61520,La Pampa,Instituto Juan Bautista Alberdi - P15,Privado,Sarmiento 250,GUATRACHE,GUATRACHE,PRECISA,"-63,53457267","-37,66721398"
61530,La Pampa,Colegio Secundario Zona Norte,Estatal,Junco  1284 SAN CAYETANO,SANTA ROSA,CAPITAL,PRECISA,"-64,29880132","-36,59575241"
61532,La Pampa,Colegio Secundario Leuvucó (Ex. UE Nº 31),Estatal,Calle 26 Esq. 19 984  Ex. Unidad Educativa Nº 31,VICTORICA,LOVENTUE,PRECISA,"-65,4336856","-36,2211519"
61534,Mendoza,SAN LUIS GONZAGA,Privado,9 DE JULIO 777  TERCERA SECCION,MENDOZA,CAPITAL,APROXIMADA,"-68,84150127","-32,8940802"
61544,Mendoza,IV BRIGADA AEREA,Estatal,AVDA.FUERZA AEREA KM 7 1/2-INDEPENDENCIA Y AVDA.FUERZA AEREA,EL PLUMERILLO (LAS HERAS),LAS HERAS,APROXIMADA,"-68,79954571","-32,8422291"
61555,Mendoza,INSTITUTO MAIPU DE EDUCACION INTEGRAL,Privado,GODOY CRUZ 119,MAIPU,MAIPU,APROXIMADA,"-68,78435895","-32,98571964"
61564,Mendoza,NORMAL SUPERIOR TOMAS GODOY CRUZ,Estatal,RIVADAVIA 350,MENDOZA,CAPITAL,APROXIMADA,"-68,84415425","-32,89107209"
61566,Chubut,LICEO MILITAR GENERAL ROCA,Estatal,Avda. Hipólito Yrigoyen 2351 General Roca,COMODORO RIVADAVIA,ESCALANTE,APROXIMADA,"-67,51","-45,87"
61583,Chubut,INSTITUTO SANTO DOMINGO SAVIO,Privado,Alem 1112 Pietrobelli,COMODORO RIVADAVIA,ESCALANTE,APROXIMADA,"-67,49","-45,85"
61584,Chubut,INSTITUTO MARTÍN RIVADAVIA,Privado,Ameghino 1492 Centro Comparte edificio con Escuela Nivel Inicial Nº 1408 y Escuela Nivel Primario Nº 1018,COMODORO RIVADAVIA,ESCALANTE,APROXIMADA,"-67,49","-45,86"
61586,Chubut,ESCUELA DE LA COSTA,Privado,Colón 352,PUERTO MADRYN,BIEDMA,APROXIMADA,"-65,03","-42,76"
61589,Chubut,JULIO CORTAZAR,Estatal,Rawson 351 Centro,TRELEW,RAWSON,APROXIMADA,"-65,31","-43,25"
61591,Chubut,ERNESTO SÁBATO,Estatal,Berwin 1785 8 de Diciembre,TRELEW,RAWSON,APROXIMADA,"-65,28","-43,24"
61616,Chubut,GRAL. ING. ALONSO BALDRICH,Estatal,GRECIA Y CROACIA  CÍVICO,COMODORO RIVADAVIA,ESCALANTE,APROXIMADA,"-67,48","-45,86"
61617,Chubut,GRAN MALVINA,Estatal,Alvear 1100 Pietrobelli,COMODORO RIVADAVIA,ESCALANTE,APROXIMADA,"-67,49","-45,85"
61619,Chubut,FEDERICO BRANDSEN,Estatal,San Francisco de Asís 834 Pueyrredón Comparte edificio con Escuela de Nivel Primaria Nº 198 y Colegio Secundario Nº 769,COMODORO RIVADAVIA,ESCALANTE,APROXIMADA,"-67,52","-45,87"
61625,Chubut,COLEGIO BILINGÜE ABRAHAM LINCOLN,Privado,Escalada 1567 La Loma Compare edificio con Escuela Nº 1008,COMODORO RIVADAVIA,ESCALANTE,APROXIMADA,"-67,49","-45,87"
61630,Chubut,COLEGIO PADRE LUCIO SABATTI,Estatal,25 de Mayo 4681 INTA,TRELEW,RAWSON,APROXIMADA,"-65,35","-43,27"
61631,Chubut,ESCUELA DE APRENDIZAJE LABORAL (E.M.A.L.) Nº 2702,Estatal,Güemes 710  Comparte edificio con Colegio Secundario Nº 729,RAWSON,RAWSON,APROXIMADA,"-65,08","-43,29"
61638,Chubut,INSTITUTO AUSTRAL DE ENSEÑANZA,Privado,Avda. Estados Unidos 75 José Fuchs,COMODORO RIVADAVIA,ESCALANTE,APROXIMADA,"-67,5","-45,87"
61653,Chubut,PUERTO ARGENTINO,Estatal,Avda. Lisandro de la Torre 3440 Juan XXIII Comparte edificio con el Colegio Nº 764,COMODORO RIVADAVIA,ESCALANTE,APROXIMADA,"-67,54","-45,88"
61654,Chubut,DR. RENÉ GERÓNIMO FAVALORO,Estatal,Colombia 152 Centro,TRELEW,RAWSON,APROXIMADA,"-65,31","-43,24"
61656,Chubut,GUARDACOSTAS RÍO IGUAZÚ,Estatal,9 de Julio 670 Centro,COMODORO RIVADAVIA,ESCALANTE,APROXIMADA,"-67,47","-45,86"
61659,Tucumán,INSTITUTO SANTA BARBARA,Privado,NASIF ESTEFANO 175 CENTRO,CONCEPCION,CHICLIGASTA,APROXIMADA,"-65,5938215","-27,34661579"
61660,Tucumán,INST. SAN LUIS GONZAGA,Privado,9 DE JULIO 264 CENTRO,CONCEPCION,CHICLIGASTA,APROXIMADA,"-65,592532","-27,34803663"
61662,Tucumán,INST. SAN JOSE,Privado,MANUEL GARCIA FERNANDEZ 405 CENTRO ESQUINA BELGRANO A LA PAR DE LA PARROQUIA,BELLA VISTA,LEALES,APROXIMADA,"-65,30559127","-27,0339188"
61665,Tucumán,INST. CRISTO REY,Privado,IGNACIO GORRITI 546 CENTRO,AGUILARES,RIO CHICO,APROXIMADA,"-65,61379147","-27,43361003"
61666,Tucumán,COL. NICOLAS AVELLANEDA,Estatal,AV. MITRE 770 Centro A 50 mts. de plaza principal,AGUILARES,RIO CHICO,APROXIMADA,"-65,61603777","-27,43258277"
61667,Santa Cruz,COLEGIO PROV. DE EDUCACION SECUNDARIA Nº 31 HECTOR SABINO,Estatal,JOSE MANUEL ESTRADA S/N,JARAMILLO,DESEADO,GPS,"-67,1439402","-47,18240007"
61668,Santa Cruz,COLEGIO PROV. DE EDUCACION SECUNDARIA Nº 30,Estatal,AVENIDA SAN MARTIN S/N,TRES LAGOS,LAGO ARGENTINO,PRECISA,"-71,44872381","-49,59846659"
61671,Corrientes,EXTENSIÓN AULICA QUE FUNCIONA EN LA ESCUELA Nº 853 (ESC. NORMAL 1ER.TTE.DE LA F.A.A. M. A. GIMENEZ),Estatal,RUTA NACIONAL Nº 12   RUTA 12 KM.1050 - ENSENADITA,PASO DE LA PATRIA,SAN COSME,APROXIMADA,"-58,57553906","-27,31470788"
61672,Corrientes,EXTENSION AULICA QUE FUNCIONA EN LA ESCUELA Nº 827 ((ESC. NORMAL 1ER.TTE.DE LA F.A.A. M. A. GIMENEZ),Estatal,PARAJE ¨EL RINCON¨,PASO DE LA PATRIA,SAN COSME,APROXIMADA,"-58,38338205","-27,29504694"
61674,Corrientes,EXTENSION AULICA QUE FUNCIONA EN LA ESCUELA Nº 130 (ESC. NORMAL GENERAL J. MADARIAGA),Estatal,Ruta Nacional Nº 118   COLONIA EL CAIMAN,COLONIA EL CAIMAN,SAN MIGUEL,APROXIMADA,"-57,68611308","-28,04116367"
61675,Corrientes,EXTENSION AULICA QUE FUNCIONA EN LA ESCUELA Nº 420 (ESC. NORMAL MARIA L. R. DE FRECHOU),Estatal,Camino Rural,COLONIA OFICIAL SARGENTO JUAN B. CABRAL,SALADAS,APROXIMADA,"-58,57407056","-28,2104372"
61687,Chubut,PBRO. IGNACIO SALOMON KOENING,Estatal,Paysandú 375 Laprida,BARRIO LARPIDA,ESCALANTE,APROXIMADA,"-67,54","-45,82"
61688,Chubut,SAN JOSÉ OBRERO,Gestión social/cooperativa,Pensamientos 836 San Martín Comparte edificio con Escuela de Formación Profesional Nº 1650,COMODORO RIVADAVIA,ESCALANTE,APROXIMADA,"-67,52","-45,86"
61695,Santa Fe,E.E.S. ORIENTADA NRO 242 GENERAL MANUEL BELGRANO,Estatal,ALVEAR 2240 SAN JOSE,SAN JAVIER,SAN JAVIER,APROXIMADA,"-59,926515","-30,57998274"
61698,Santa Fe,E.E.S. ORIENTADA NRO 271,Estatal,CHACABUCO 315 SUR CHACABUCO Y PTE.PERON,RUFINO,GENERAL LOPEZ,APROXIMADA,"-62,70335928","-34,27522065"
61701,Santa Fe,E.E. TÉCNICO PROFESIONAL NRO 680 DOCTOR MARIANO MORENO,Estatal,SOLDADO AGUIRRE 1521,VILLA GOBERNADOR GALVEZ,ROSARIO,APROXIMADA,"-60,63334128","-33,03167337"
61709,Santa Fe,E.E.S. ORIENTADA NRO 637 DOMINGO CULLEN,Estatal,AVELLANEDA 3211 CANDIOTI SUR,SANTA FE,LA CAPITAL,APROXIMADA,"-60,68887007","-31,64383643"
61714,Chubut,ESCUELA NUEVA,Privado,Ruta Provincial Nº 7- Chacra Nº 94,TRELEW,RAWSON,APROXIMADA,"-65,27","-43,28"
61723,Chubut,DR. LUIS F. LELOIR,Estatal,Ramón y Cajal 350 Democracia Argentina Comparte edificio con Colegio Nº 784,TRELEW,RAWSON,APROXIMADA,"-65,31","-43,25"
61735,Chubut,COLEGIO Nº 770,Estatal,Avda. Del Libertador  General Mosconi Km. 3,KILOMETRO 3 GENERAL MOSCONI,ESCALANTE,APROXIMADA,"-67,47","-45,83"
61740,Chubut,RAQUEL CHATTAH DE BEC,Estatal,Mitre 764 Centro Comparte edificio con Colegio Nº 753,RAWSON,RAWSON,APROXIMADA,"-65,1","-43,29"
61747,Chubut,PTE. HIPÓLITO YRIGOYEN,Estatal,Petrolero San Lorenzo  General Mosconi,KILOMETRO 3 GENERAL MOSCONI,ESCALANTE,APROXIMADA,"-67,48","-45,83"
61761,Mendoza,INGENIERO EUGENIO IZSAKI,Estatal,URIBURU 963,MALARGÜE,MALARGUE,APROXIMADA,"-69,60059504","-35,48211573"
61762,Mendoza,ESCUELA Nº 4-227,Estatal,RUTA 190 Y PISTA DE ATERRIZAJE,AGUA ESCONDIDA,MALARGUE,APROXIMADA,"-68,29951694","-36,15204646"
61776,Mendoza,TERESA GHILARDI DE MARTIN,Estatal,IV PERDRIEL COBO S/N - FINCA DAPARO,PERDRIEL,LUJAN DE CUYO,APROXIMADA,"-68,91248776","-33,07657524"
61784,Mendoza,COLEGIO DE LA UNIVERSIDAD DEL ACONCAGUA,Privado,LAVALLE  393,MENDOZA,CAPITAL,APROXIMADA,"-68,83291806","-32,88886704"
61787,Mendoza,SANTA ROSA DE LIMA,Privado,CARRIL NACIONAL 7248  KM 11,KILOMETRO 11 (GUAYMALLEN),GUAYMALLEN,APROXIMADA,"-68,73261345","-32,93443598"
61795,Mendoza,NUESTRA SEÑORA DEL ROSARIO,Privado,DERQUI 1240 LAPRIDA VILLA HIPODROMO,GODOY CRUZ,GODOY CRUZ,APROXIMADA,"-68,84147695","-32,92613718"
61796,Mendoza,ENORE DE MONTE,Estatal,PROLONGACION ARTAZA Y MALVINAS ARGENTINAS,BOWEN,GENERAL ALVEAR,APROXIMADA,"-67,51263925","-34,99203318"
61800,Mendoza,FENIX,Privado,BANDERA DE LOS ANDES 1230  S112,SAN JOSE (GUAYMALLEN),GUAYMALLEN,APROXIMADA,"-68,8139679","-32,89417669"
61822,Mendoza,MAESTRO ALFREDO BRAVO,Estatal,AMPERE 1025 DECAVIAL,SAN FRANCISCO DEL MONTE (GODOY CRUZ),GODOY CRUZ,APROXIMADA,"-68,83587084","-32,93836288"
61823,Mendoza,PATRIA GRANDE,Estatal,TOMAS GUIDO 760 AMIGORENA TOMAS GUIDO Y PRINGLES,EL PLUMERILLO (LAS HERAS),LAS HERAS,APROXIMADA,"-68,8255535","-32,84432937"
61824,Mendoza,JOAQUIN SALVADOR LAVADO,Estatal,LA FAVORITA ACCESO 2-3000 MTS. AL OESTE DEL CERRO DE LA GLORIA,MENDOZA,CAPITAL,APROXIMADA,"-68,90092875","-32,88719886"
61825,Mendoza,VICTORIA OCAMPO,Estatal,PERGAMINO 1250 BRASIL,GODOY CRUZ,GODOY CRUZ,APROXIMADA,"-68,88017743","-32,90074022"
61834,Mendoza,ESCUELA CRISTIANA EVANGELICA MENDOZA,Privado,SARGENTO CABRAL 234  QUINTA SECCION,MENDOZA,CAPITAL,APROXIMADA,"-68,85452197","-32,89342787"
61836,Mendoza,LUMEN DE SAN JOSE DE CALASANZ,Privado,PARAGUAY 2951  CUARTA SECCION,MENDOZA,CAPITAL,APROXIMADA,"-68,831813","-32,86917197"
61838,Mendoza,PRESIDENTE NICOLAS AVELLANEDA,Estatal,SOBERANIA NACIONAL 360  PALMIRA,LOS BARRIALES,JUNIN,APROXIMADA,"-68,57334394","-33,03593615"
61853,Misiones,INST. LINEA CUCHILLA,Privado,AVDA.PASTOR JORGE BÄSCHLIN 19  LINEA CUCHILLA,CUCHILLA,LIBERTADOR GRL SAN MARTIN,APROXIMADA,"-55,06754037","-26,94807001"
61857,Mendoza,ESCUELA Nº 4-231,Estatal,GUARDIA Y CAYETANO SALSANO (CIC),COSTA DE ARAUJO,LAVALLE,APROXIMADA,"-68,40053829","-32,7566307"
61877,Mendoza,SANTO TOMAS MORO,Privado,SAN JUAN 222,GENERAL ALVEAR,GENERAL ALVEAR,APROXIMADA,"-67,68654453","-34,98990922"
61883,Mendoza,INSTITUTO DEL CLUB DEPORTIVO GODOY CRUZ A.TOMBA,Privado,BALCARCE 477,GODOY CRUZ,GODOY CRUZ,APROXIMADA,"-68,84073075","-32,91922226"
61893,Mendoza,ALTO DEL OLVIDO,Estatal,SAN MARTIN Y GENERAL ACHA,VILLA TULUMAYA,LAVALLE,APROXIMADA,"-68,5805098","-32,66863014"
61896,Neuquén,CENTRO PROVINCIAL DE ENSEÑANZA MEDIA  57,Estatal,LOS PINOS 345 EL ARENAL LOS PEHUENES (ESQUINA),SAN MARTIN DE LOS ANDES,LACAR,PRECISA,"-71,31873018","-40,15397527"
61898,Neuquén,CENTRO PROVINCIAL DE ENSEÑANZA MEDIA  13,Estatal,MORENO PERITO AV 829 CENTRO,SAN MARTIN DE LOS ANDES,LACAR,PRECISA,"-71,35165957","-40,15519162"
61901,Neuquén,CENTRO PROVINCIAL DE ENSEÑANZA MEDIA  39,Estatal,RUTA PROVINCIAL 7,AÑELO,AÑELO,PRECISA,"-68,77796613","-38,35415111"
61932,Formosa,EPES EIB N° 9 (EX CBSR EPEP N° 403),Estatal,RUTA PROVINCIAL Nº 1,COLONIA LAGUNA GOBERNADOR,LAISHI,APROXIMADA,"-58,7248347","-26,18745374"
61933,Formosa,EPES EIB N° 9 ANEXO 1 - EPEP N° 465,Estatal,RUTA PROVINCIAL Nº 1,COLONIA EL DORADO,LAISHI,APROXIMADA,"-58,61625701","-26,24176948"
61934,Formosa,EPES EIB N° 9 ANEXO 2 - EPEP N° 456,Estatal,RUTA PROVINCIAL Nº 1   RUTA PROV. N° 1,COLONIA EL NARANJITO,LAISHI,APROXIMADA,"-58,71978459","-26,20506577"
61935,Formosa,EPES EIB N° 9 ANEXO 3 - EPEP N° 439,Estatal,RUTA PROVINCIAL Nº 5,COLONIA SAN ANTONIO,LAISHI,APROXIMADA,"-58,66550735","-26,16438749"
61950,Mendoza,ESCUELA DOCTOR HUMBERTO ANTONIO LAGIGLIA,Estatal,AVDA.PEDRO VARGAS 1555,SAN RAFAEL,SAN RAFAEL,APROXIMADA,"-68,33916123","-34,62998989"
61951,Mendoza,ESCUELA Nº 4-230,Estatal,MAZA 1450  PEBLO DIAMANTE,SAN RAFAEL,SAN RAFAEL,APROXIMADA,"-68,30970378","-34,62369059"
61986,Córdoba,INST. SUP. DE FORM. DOCENTE SAN JOSE,Privado,RIVADAVIA 245 CENTRO LABOULAYE,LABOULAYE,PRESIDENTE ROQUE SAENZ PEÑA,PRECISA,"-63,38750042","-34,12832595"
61989,Córdoba,INSTITUTO NUESTRA SEÑORA DEL ROSARIO DEL MILAGRO,Privado,PEDRO OÑATE   a 2 Km.JESUS MARIA- a 3 Km de Sinsacate,JESUS MARIA,COLON,PRECISA,"-64,09626815","-30,96657793"
61992,Córdoba,I.P.E.T.y.M. Nº 257 DR. RENE FAVALORO,Estatal,AVENIDA INDEPENDENCIA 512 CENTRO LABOULAYE,LABOULAYE,PRESIDENTE ROQUE SAENZ PEÑA,PRECISA,"-63,39126582","-34,13368765"
62003,Buenos Aires,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº5 JOSÉ ANTONIO BO,Estatal,HERMEREGILDO CORDOVA 255,LA EMILIA,SAN NICOLAS,APROXIMADA,"-60,31813894","-33,34891041"
62005,Córdoba,I.P.E.M. Nº 169 RAFAEL M.ESCUTI,Estatal,P. Naon. Manzana 116 Lote 2  CIUDAD JUAN PABLO II Manzana 116 Lote 2,CORDOBA,CAPITAL,PRECISA,"-64,15663844","-31,36449572"
62007,Córdoba,ESC. NORMAL SUPERIOR JUAN BAUTISTA ALBERDI,Estatal,ESPAÑA 170 CENTRO DEAN FUNES,DEAN FUNES,ISCHILIN,PRECISA,"-64,35162942","-30,42204372"
62008,Córdoba,I.P.E.M. Nº 272 DOMINGO FAUSTINO SARMIENTO,Estatal,CORDOBA 1050  JESUS MARIA,JESUS MARIA,COLON,PRECISA,"-64,0983923","-30,98431116"
62010,Córdoba,I.P.E.T.y A. Nº 53 FRAY LUIS BELTRAN,Estatal,AV.FRAY LUIS BELTRAN 300 LA CERAMICA DEAN FUNES,DEAN FUNES,ISCHILIN,PRECISA,"-64,33988661","-30,41991651"
62013,Buenos Aires,ESCUELA SECUNDARIA Nº18,Estatal,ENTRE RIOS 325,CONESA,SAN NICOLAS,APROXIMADA,"-60,35394139","-33,59652825"
62019,Córdoba,I.P.E.M. Nº 165  PRESBITERO JOSE BONORIS,Estatal,AV. SAN MARTIN 3782  COLONIA CAROYA,COLONIA CAROYA,COLON,PRECISA,"-64,06294498","-31,0209356"
62021,Córdoba,INSTITUTO PRIVADO DIOCESANO DR. ALEXIS CARREL,Privado,GRAL.PAZ ESQ. ESPA?  CENTRO RIO TERCERO,RIO TERCERO,TERCERO ARRIBA,PRECISA,"-64,11138942","-32,17706972"
62024,Córdoba,INSTITUTO NUESTRA SEÑORA DE LUJAN,Privado,AVENIDA SAN MARTIN 1070 LA CRUZ VILLA ALLENDE,VILLA ALLENDE,COLON,PRECISA,"-64,30560181","-31,30216247"
62027,Córdoba,ESCUELA NORMAL SUPERIOR JOSE FIGUEROA ALCORTA,Estatal,25 DE MAYO 135 CENTRO BELL VILLE,BELL VILLE,UNION,PRECISA,"-62,687995","-32,631398"
62029,Córdoba,I.P.E.M. Nº 156 JOSE MANUEL ESTRADA,Estatal,BELGRANO 1420  RIO SEGUNDO,RIO SEGUNDO,RIO SEGUNDO,PRECISA,"-63,91777972","-31,65063375"
62031,Córdoba,INSTITUTO DE ENSEÑANZA DOMINGO F. SARMIENTO - Nivel Medio y Tecnico,Privado,BELGRANO 711 CENTRO LA CALERA,LA CALERA,COLON,PRECISA,"-64,33473403","-31,34295288"
62034,Córdoba,INSTITUTO CINCO RIOS,Privado,AV. PADRE LUCHESSE KM 2   VILLA ALLENDE,VILLA ALLENDE,COLON,PRECISA,"-64,24333707","-31,30322702"
62047,Córdoba,I.P.E.T. Nº 60 MARIANO MORENO,Estatal,PALEMON CARRANZA 1085 CENTRO COSQUIN,COSQUIN,PUNILLA,APROXIMADA,"-64,46908617","-31,24537897"
62048,Córdoba,INSTITUTO DE ENSEÑANZA JOSE MANUEL ESTRADA,Privado,DALLA FONTANA 689  ALTOS DE CHIPION,ALTOS DE CHIPION,SAN JUSTO,PRECISA,"-62,339332","-30,959117"
62050,Córdoba,I.P.E.M. N° 112 DR. CESAR IÑIGUEZ MONTENEGRO- ANEXO LA RINCONADA,Estatal,CALLE N° 6   LA RINCONADA,LA RINCONADA,RIO SECO,APROXIMADA,"-62,9441043","-30,183202"
62070,Córdoba,I.P.E.T. Nº 265,Estatal,R. J. CARCANO   JOSE DE LA QUINTANA,JOSE DE LA QUINTANA,SANTA MARIA,GPS,"-64,41372456","-31,80441703"
62071,Córdoba,I.P.E.M. Nº 166 CAPITAN GABRIEL DEL VALLE,Estatal,CAPITAN GABRIEL DEL VALLE 152  EL TIO,EL TIO,SAN JUSTO,GPS,"-62,82924147","-31,38151653"
62078,Buenos Aires,INSTITUTO MARIA MADRE NUESTRA,Privado,P.JOSE ROQUETA Y B.CATTANEO S/N,DEL VISO,PILAR,APROXIMADA,"-58,77894688","-34,45292606"
62093,Córdoba,I.P.E.M. No 328 NUESTRA SEÑORA DE LOS REMEDIOS,Estatal,GUEMES ESQ.RIVADAVIA   capilla DE LOS REMEDIOS,CAPILLA DE LOS REMEDIOS,RIO PRIMERO,GPS,"-63,83259592","-31,42933876"
62097,Córdoba,I.P.E.T. y M. N° 262 DR. BELISARIO ROLDAN- ANEXO DE SEEBER,Estatal,9 DE JULIO S/N°   SEEBER,SEEBER,SAN JUSTO,GPS,"-61,97256","-30,92626"
62098,Buenos Aires,INSTITUTO VERBO DIVINO,Privado,RUTA PROV.25 ACCESO NORTE S/N,PILAR,PILAR,APROXIMADA,"-58,9051246","-34,44808225"
62108,Buenos Aires,INSTITUTO DR. NICOLAS AVELLANEDA,Privado,COLECTORA ESTE 1440,INGENIERO MASCHWITZ,ESCOBAR,APROXIMADA,"-58,74355119","-34,38923902"
62117,Córdoba,I.P.E.A. Nº 245 CARLOS PELLEGRINI,Estatal,ALEM    COLONIA SAN BARTOLOME - ALEM Y RUTA PROVINCIAL N°3,COLONIA SAN BARTOLOME,SAN JUSTO,GPS,"-62,72072806","-31,53293362"
62120,Chaco,E.E.S. Nº 118 (CEP Nº 118),Estatal,MAPIC LOTE RURAL 126 - Bº MAPIC-FUNCIONA EN EGB Nº 963,RESISTENCIA,SAN FERNANDO,APROXIMADA,"-58,99496753","-27,45606655"
62125,Buenos Aires,INSTITUTO SAN VICENTE DE PAUL,Privado,RIVADAVIA 1549,BAHIA BLANCA,BAHIA BLANCA,APROXIMADA,"-62,24624733","-38,73013205"
62143,Buenos Aires,INSTITUTO AIRE LIBRE,Privado,ITALIA 560,SAN NICOLAS DE LOS ARROYOS,SAN NICOLAS,APROXIMADA,"-60,21947391","-33,34472529"
62146,Buenos Aires,ESCUELA DE EDUCACIÓN SECUNDARIA Nº17,Estatal,AYACUCHO 2730,BAHIA BLANCA,BAHIA BLANCA,APROXIMADA,"-62,29481288","-38,69579202"
62147,Buenos Aires,ESC. SECUNDARIA BASICA Nº4,Estatal,CRUCERO G.BELGRANO E/IRIGOYEN Y CNTRIO 1705,MARCOS PAZ,MARCOS PAZ,APROXIMADA,"-58,82550369","-34,7855288"
62156,Buenos Aires,ESCUELA SECUNDARIA Nº12,Estatal,BALCARCE Y LAS PROVINCIAS S/N,SAN PEDRO,SAN PEDRO,APROXIMADA,"-59,67243961","-33,67541417"
62157,Córdoba,I.P.E.T. Nº 200 ING. JOSE PALACIOS,Estatal,ARRABARRENA ESQ. PROV. UNIDAS  CENTRO HUERTA GRANDE,HUERTA GRANDE,PUNILLA,PRECISA,"-64,49355572","-31,07368437"
62159,Córdoba,INSTITUTO AGROTECNICO NUESTRA SEÑORA DEL ROSARIO,Privado,ANA PASSADORE 545 CENTRO COLONIA VIGNAUD,COLONIA VIGNAUD,SAN JUSTO,APROXIMADA,"-61,957338","-30,83995"
62166,Córdoba,I.P.E.M. Nº 148 JOSE MARIA PAZ,Estatal,CORRIENTES 852  VILLA DEL ROSARIO,VILLA DEL ROSARIO,RIO SEGUNDO,PRECISA,"-63,536027","-31,560021"
62174,Córdoba,INSTITUTO 25 DE MAYO,Privado,RIVERA INDARTE 345 CENTRO,CORDOBA,CAPITAL,APROXIMADA,"-64,18383065","-31,41186061"
62176,Córdoba,INSTITUTO MATER PURISSIMA,Privado,LA RAMADA 3898 ALTO VERDE Bº ALTO VERDE,CORDOBA,CAPITAL,APROXIMADA,"-64,21532643","-31,36809376"
62178,Córdoba,INSTITUTO SECUNDARIO REPUBLICA DE ITALIA,Privado,DONACIANO DEL CAMPILLO 851 URCA B° URCA,CORDOBA,CAPITAL,PRECISA,"-64,24491","-31,38374002"
62181,Córdoba,I.P.E.M. Nº 42 PROF. MARCELA BEATRIZ MOYANO COUDERT,Estatal,DUARTE QUIROS 3947 LAS PALMAS entre D.CALA y A.R.ARIAS,CORDOBA,CAPITAL,APROXIMADA,"-64,23371109","-31,4047632"
62185,Córdoba,I.P.E.M. Nº 185 PERITO MORENO,Estatal,BLAMEY LAFORE 1259 SAN RAFAEL B° SAN RAFAEL,CORDOBA,CAPITAL,APROXIMADA,"-64,22198778","-31,42273048"
62188,Córdoba,I.P.E.M. Nº 171 BRIGADIER JUAN I. SAN MARTIN,Estatal,ESMERALDA 4983 VILLA ADELA BARRIO VILLA ADELA,CORDOBA,CAPITAL,APROXIMADA,"-64,25132846","-31,43907987"
62199,Córdoba,INSTITUTO OBISPO CAIXAL,Privado,ANA MARIA JANER 1250 PUEYRREDON,CORDOBA,CAPITAL,APROXIMADA,"-64,16458512","-31,40115061"
62216,Córdoba,INSTITUTO JUANA MICONO DE GIARDINO,Privado,Avenida SAN MARTIN 762 CENTRO VILLA GIARDINO,VILLA GIARDINO,PUNILLA,PRECISA,"-64,49226958","-31,04962063"
62217,Córdoba,I.P.E.T. Nº 200 ING. JOSE PALACIOS - ANEXO LA CUMBRE,Estatal,RIO NEGRO 570 ARGENTINO LA CUMBRE,LA CUMBRE,PUNILLA,PRECISA,"-64,50873902","-30,98535612"
62236,Córdoba,INSTITUTO SECUNDARIO SANTA MARIA TERESA GORETTI,Privado,PASAJE SAENZ 2851 PIZARRO RIO CUARTO,RIO CUARTO,RIO CUARTO,PRECISA,"-64,3634","-33,1457"
62240,Córdoba,I.P.E.T. Nº 203 DR. JUAN BAUTISTA DICHIARA,Estatal,BOLIVAR 335 CENTRO RIO CUARTO,RIO CUARTO,RIO CUARTO,PRECISA,"-64,34600352","-33,1272452"
62241,Córdoba,I.P.E.T. Nº 259 AMBROSIO OLMOS,Estatal,BAIGORRIA 527 SANTA ROSA RIO CUARTO,RIO CUARTO,RIO CUARTO,PRECISA,"-64,34213829","-33,12270569"
62242,Córdoba,I.P.E.T. Nº 26 JUAN FILLOY,Estatal,BELISARIO ROLDAN 535 ALBERDI RIO CUARTO,RIO CUARTO,RIO CUARTO,PRECISA,"-64,33530746","-33,13684982"
62250,Córdoba,ESC.SUPERIOR DE COMERCIO Y BACHILLERATO DE LEONES,Estatal,ALMIRANTE BROWN 551  LEONES,LEONES,MARCOS JUAREZ,APROXIMADA,"-62,30348802","-32,65952698"
62280,Córdoba,INSTITUTO SAN FRANCISCO DE ASIS,Privado,CALLE 8 S/Nº  VILLA RIO SANTA ROSA SANTA ROSA DE CALAMUCHITA,SANTA ROSA DE CALAMUCHITA,CALAMUCHITA,APROXIMADA,"-64,53545395","-32,07883653"
62281,Córdoba,INST.PRIVADO DIOCESANO GENERAL MANUEL BELGRANO,Privado,DEAN FUNES 173  POZO DEL MOLLE,POZO DEL MOLLE,RIO SEGUNDO,APROXIMADA,"-62,91906551","-32,02184987"
62294,Misiones,ESC. DE COMERCIO Nº 17,Estatal,HUMBERTO PEREZ  LAS ROSAS HUMBERTO T. PEREZ- BARRIO LAS ROSAS  Y RUTA 14(VIEJA),SAN PEDRO,SAN PEDRO,APROXIMADA,"-54,11927955","-26,62445869"
62295,Misiones,E.F.A. SAN PEDRO,Privado,"RUTA NAC. Nº14- FRENTE A LA TERMINAL   RUTA NACIONAL N°14, PARAJE TIRICA",TIRICA,SAN PEDRO,APROXIMADA,"-54,12254587","-26,62468923"
62296,Misiones,INST. JUAN PABLO II,Privado,LOPEZ Y PLANES 2441  LOPEZ Y PLANES N°2441,PUERTO RICO,LIBERTADOR GRL SAN MARTIN,APROXIMADA,"-55,02038417","-26,81614612"
62297,Misiones,ESC. NORMAL SUP. Nº 03: JOSE M. ESTRADA,Estatal,JOSE MANUEL ESTRADA 120  JOSE MANUEL ESTRADA N°120,PUERTO RICO,LIBERTADOR GRL SAN MARTIN,APROXIMADA,"-55,02406382","-26,81149319"
